"ReportingCountry","PR_a_2020","NS_2020","Tested_2020"
"MS23",0,203,894
"MS14",0,127,706
"MS4",0.5,21,105
"MS12",0.0531914893617021,76,713
"MS13",0.5,3,33
"MS21",0.888235294117647,69,382
"MS5",0,26,182
"MS16",0.611764705882353,94,872
"MS18",0,18,238
"MS25",1,13,36
"MS6",1,47,403
"MS30",0,32,183
"MS20",0.817647058823529,88,768
