"ReportingCountry","PR_a_2020","NS_2020","Tested_2020"
"MS23",0.405882352941176,2208,4798
"MS14",0.736842105263158,2276,4009
"MS12",0.549707602339181,9606,17674
"MS13",0.55868544600939,17191,28227
"MS21",0.6,1030,1804
"MS16",0.558823529411765,2714,4214
"MS19",0.2,1504,3758
"MS29",0.686813186813187,299,502
"MS18",0.661971830985915,3149,5849
"MS25",0.806451612903226,209,316
"MS20",0.576470588235294,4201,7214
