"ReportingCountry","PR_a_2020","NS_2020","Tested_2020"
"MS23",0,0,397
"MS12",0,18,6530
"MS16",0.0357142857142857,0,77
"MS19",0,3,272
"MS29",0,1,28
"MS18",0.108108108108108,7,227
"MS20",0,0,21
