"ReportingCountry","PR_a_2020","NS_2020","Tested_2020"
"MS23",0,6,894
"MS14",0,7,706
"MS4",0,1,106
"MS12",0,5,713
"MS13",0,0,33
"MS21",0,0,532
"MS5",0,0,183
"MS16",0.00588235294117647,18,872
"MS18",0,0,238
"MS25",0,0,36
"MS6",0,3,391
"MS30",0,3,185
"MS20",0,3,768
