"ReportingCountry","PR_a_2020","NS_2020","Tested_2020"
"MS23",0.4,137,894
"MS14",0.333333333333333,302,706
"MS4",1,29,106
"MS12",0.159574468085106,146,713
"MS13",0,0,23
"MS21",0.482352941176471,329,627
"MS5",0,35,183
"MS16",0.547058823529412,378,872
"MS18",0.5,84,238
"MS25",0,4,36
"MS6",1,42,472
"MS30",0.5,40,185
"MS20",0.594117647058824,203,768
