"ReportingCountry","PR_a_2020","NS_2020","Tested_2020"
"MS23",0.205882352941176,988,5373
"MS14",0.315789473684211,911,4320
"MS12",0.140350877192982,3325,18569
"MS13",0.300469483568075,5333,28446
"MS21",0.611764705882353,624,1958
"MS16",0.252941176470588,7805,18840
"MS19",0.0583333333333333,387,3735
"MS29",0.802197802197802,774,2149
"MS18",0.690140845070423,1481,5845
"MS25",0.935483870967742,145,450
"MS20",0.511764705882353,2313,7799
"MS3",0.0681818181818182,1665,9798
