"ReportingCountry","PR_a_2020","NS_2020","Tested_2020"
"MS23",0,539,5376
"MS14",0.0842105263157895,486,4320
"MS12",0.0116959064327485,1888,18857
"MS13",0.0140845070422535,3164,28461
"MS21",0,404,1962
"MS16",0.0176470588235294,5161,18750
"MS19",0.025,260,3762
"MS29",0.021978021978022,410,2172
"MS18",0.0352112676056338,961,5793
"MS25",0,87,452
"MS20",0.0235294117647059,1098,7744
"MS3",0,811,9852
