"ReportingCountry","PR_a_2020","NS_2020","Tested_2020"
"MS23",0,0,397
"MS4",0.0405405405405405,0,17
"MS9",0,0,220
"MS10",0,0,249
"MS17",0,18,1353
"MS12",0,33,6530
"MS5",0,0,1
"MS16",0.0112359550561798,0,77
"MS24",0,0,200
"MS8",0,1,138
"MS1",0,22,1250
"MS19",0,1,272
"MS29",0,5,28
"MS18",0.0818181818181818,8,227
"MS6",0.0235294117647059,16,858
"MS30",0,2,759
"MS20",0,0,21
"MS3",0,0,323
