"ReportingCountry","PR_a_2020","NS_2020","Tested_2020"
"MS23",0.652941176470588,104,894
"MS14",0.225609756097561,286,706
"MS9",0.666666666666667,49,252
"MS17",0,29,100
"MS12",0.149700598802395,191,713
"MS26",0.2,14,166
"MS21",0.664705882352941,292,426
"MS5",0,27,183
"MS16",0.663551401869159,423,872
"MS19",0,51,232
"MS18",0,69,238
"MS25",0.341176470588235,5,36
"MS6",0.571428571428571,74,278
"MS30",0.725609756097561,34,184
"MS20",0.317647058823529,178,768
