"ReportingCountry","PR_a_2020","NS_2020","Tested_2020"
"MS23",0.324675324675325,199,397
"MS12",0.607361963190184,3000,6524
"MS16",0.678571428571429,54,77
"MS19",0,19,272
"MS29",0.616666666666667,1,5
"MS18",0.972972972972973,158,227
"MS20",0.723684210526316,12,21
