"ReportingCountry","PR_a_2020","NS_2020","Tested_2020"
"MS23",0.662337662337662,302,397
"MS12",0.638036809815951,3924,6530
"MS16",0.827380952380952,58,77
"MS19",0,34,272
"MS29",0.95,3,5
"MS18",0.891891891891892,205,227
"MS20",0.828947368421053,21,21
